ID	prediction	label
2338	b'24101010'	b'24101010'
6951	b'64101010'	b'64101010'
4271	b'10101010'	b'10101010'
10377	b'16101010'	b'16101010'
12534	b'19101010'	b'19101010'
8260	b'57101010'	b'57101010'
9246	b'25101010'	b'25101010'
9483	b'27101010'	b'27101010'
6241	b'449210'	b'449210'
10163	b'14101010'	b'14101010'
7251	b'610101010'	b'610101010'
9514	b'37101010'	b'37101010'
1613	b'610101010'	b'610101010'
2429	b'810101010'	b'810101010'
10854	b'1531010'	b'1531010'
3780	b'31101010'	b'37101010'
12906	b'210101010'	b'210101010'
7132	b'19101010'	b'19101010'
2800	b'9051010'	b'9061010'
4717	b'83101010'	b'83101010'
2498	b'27101010'	b'27101010'
7708	b'36101010'	b'36101010'
12625	b'1551010'	b'1551010'
4052	b'2401010'	b'2401010'
7581	b'910101010'	b'910101010'
1563	b'2331010'	b'2331010'
7161	b'50101010'	b'50101010'
6930	b'2131010'	b'110101010'
9940	b'51101010'	b'51101010'
11476	b'43101010'	b'53101010'
5412	b'910101010'	b'910101010'
11713	b'19101010'	b'19101010'
11218	b'23101010'	b'23101010'
9237	b'3261010'	b'3261010'
6116	b'36101010'	b'36101010'
3137	b'57101010'	b'57101010'
7172	b'28101010'	b'28101010'
7643	b'43101010'	b'43101010'
4277	b'1101010'	b'1101010'
6266	b'310101010'	b'310101010'
10414	b'77101010'	b'77101010'
4178	b'20101010'	b'20101010'
12585	b'11101010'	b'11101010'
3199	b'50101010'	b'50101010'
8512	b'14101010'	b'14101010'
11613	b'11101010'	b'11101010'
7233	b'27101010'	b'2711010'
7362	b'15101010'	b'15101010'
3165	b'29101010'	b'29101010'
9318	b'21101010'	b'21101010'
159	b'910101010'	b'910101010'
6764	b'14101010'	b'14101010'
6136	b'61101010'	b'81101010'
5319	b'51101010'	b'51101010'
11697	b'42101010'	b'42101010'
11589	b'15101010'	b'15101010'
5272	b'42101010'	b'42101010'
9214	b'34101010'	b'34101010'
10309	b'10101010'	b'10101010'
2735	b'1911010'	b'1911010'
12681	b'51101010'	b'51101010'
4804	b'24101010'	b'24101010'
11163	b'81101010'	b'81101010'
6698	b'1401010'	b'1401010'
6125	b'810101010'	b'810101010'
4275	b'1141010'	b'1141010'
5799	b'36101010'	b'36101010'
1376	b'210101010'	b'210101010'
11508	b'71101010'	b'71101010'
9245	b'13101010'	b'13101010'
698	b'81101010'	b'81101010'
6501	b'15101010'	b'15101010'
11302	b'55101010'	b'55101010'
7392	b'86101010'	b'86101010'
4328	b'20101010'	b'20101010'
4203	b'210101010'	b'210101010'
550	b'3201010'	b'3201010'
12620	b'2211010'	b'2311010'
2485	b'27101010'	b'27101010'
1042	b'86101010'	b'86101010'
1027	b'47101010'	b'47101010'
4881	b'56101010'	b'56101010'
2461	b'33101010'	b'33101010'
9164	b'42101010'	b'42101010'
7809	b'39101010'	b'39101010'
5547	b'85101010'	b'85101010'
733	b'42101010'	b'42101010'
8447	b'29101010'	b'29101010'
4828	b'3531010'	b'3531010'
1806	b'36101010'	b'36101010'
1533	b'33101010'	b'33101010'
6180	b'110101010'	b'110101010'
8839	b'2161010'	b'2161010'
8758	b'24101010'	b'24101010'
920	b'110101010'	b'110101010'
12913	b'28101010'	b'28101010'
9991	b'39101010'	b'38101010'
5322	b'16101010'	b'16101010'
7990	b'13101010'	b'13101010'
5938	b'45101010'	b'45101010'
8306	b'41101010'	b'41101010'
1161	b'79101010'	b'79101010'
4270	b'34101010'	b'34101010'
8107	b'510101010'	b'510101010'
11718	b'88101010'	b'88101010'
2038	b'1631010'	b'1631010'
10479	b'310101010'	b'310101010'
925	b'85101010'	b'85101010'
6850	b'6051010'	b'6051010'
10612	b'1261010'	b'1261010'
10235	b'29101010'	b'29101010'
9366	b'29101010'	b'29101010'
8920	b'50101010'	b'50101010'
11591	b'4701010'	b'4701010'
5622	b'1121010'	b'1121010'
2790	b'410101010'	b'410101010'
9550	b'10101010'	b'10101010'
58	b'3761010'	b'3761010'
6337	b'24101010'	b'24101010'
3386	b'20101010'	b'20101010'
1023	b'810101010'	b'810101010'
4143	b'22101010'	b'22101010'
8000	b'17101010'	b'710101010'
3065	b'65101010'	b'65101010'
7200	b'210101010'	b'210101010'
10512	b'910101010'	b'910101010'
1481	b'310101010'	b'310101010'
12924	b'54101010'	b'54101010'
13048	b'23101010'	b'23101010'
2864	b'84101010'	b'84101010'
2491	b'1261010'	b'1261010'
8100	b'77101010'	b'77101010'
3809	b'26101010'	b'26101010'
8169	b'710101010'	b'710101010'
6174	b'17101010'	b'17101010'
12796	b'22101010'	b'22101010'
6221	b'47101010'	b'47101010'
7311	b'17101010'	b'17101010'
8684	b'42101010'	b'42101010'
12184	b'910101010'	b'910101010'
6055	b'310101010'	b'310101010'
11918	b'2101010'	b'2101010'
10109	b'40101010'	b'40101010'
2451	b'710101010'	b'710101010'
1091	b'34101010'	b'75101010'
8355	b'1521010'	b'1521010'
6844	b'1121010'	b'1121010'
705	b'13101010'	b'13101010'
1475	b'110101010'	b'12101010'
4285	b'51101010'	b'51101010'
11859	b'14101010'	b'14101010'
2582	b'710101010'	b'710101010'
5726	b'410101010'	b'410101010'
444	b'21101010'	b'29101010'
3037	b'30101010'	b'30101010'
3132	b'810101010'	b'810101010'
2054	b'2731010'	b'2731010'
11848	b'67101010'	b'67101010'
5196	b'10101010'	b'10101010'
6937	b'1261010'	b'1261010'
1771	b'33101010'	b'33101010'
8797	b'68101010'	b'55101010'
5202	b'1451010'	b'1451010'
3383	b'11101010'	b'11101010'
5902	b'1011010'	b'1011010'
2719	b'4191010'	b'4191010'
4910	b'5001010'	b'5001010'
1339	b'63101010'	b'63101010'
4763	b'20101010'	b'20101010'
1349	b'510101010'	b'510101010'
8170	b'4111010'	b'4111010'
12789	b'30101010'	b'30101010'
8825	b'11101010'	b'11101010'
1282	b'36101010'	b'36101010'
11291	b'810101010'	b'810101010'
6639	b'42101010'	b'42101010'
11038	b'63101010'	b'63101010'
911	b'2301010'	b'2301010'
3296	b'91101010'	b'91101010'
8530	b'12101010'	b'12101010'
11096	b'7851010'	b'7851010'
9724	b'75101010'	b'75101010'
3968	b'610101010'	b'610101010'
7620	b'23101010'	b'23101010'
5356	b'1341010'	b'1341010'
2804	b'1881010'	b'18101010'
1268	b'610101010'	b'610101010'
2436	b'48101010'	b'48101010'
11736	b'210101010'	b'210101010'
12027	b'39101010'	b'39101010'
11846	b'19101010'	b'19101010'
775	b'31101010'	b'31101010'
6216	b'28101010'	b'28101010'
1592	b'210101010'	b'210101010'
4727	b'710101010'	b'710101010'
1687	b'19101010'	b'19101010'
5361	b'37101010'	b'37101010'
9498	b'110101010'	b'12101010'
8415	b'114010'	b'114010'
6137	b'47101010'	b'47101010'
12560	b'3001010'	b'3001010'
2198	b'3131010'	b'9121010'
12154	b'2711010'	b'2711010'
12787	b'210101010'	b'210101010'
8214	b'16101010'	b'16101010'
4113	b'1241010'	b'1241010'
2957	b'22101010'	b'22101010'
11921	b'27101010'	b'42101010'
8848	b'12101010'	b'12101010'
10194	b'24101010'	b'24101010'
12006	b'14101010'	b'14101010'
3697	b'610101010'	b'610101010'
10868	b'52101010'	b'52101010'
1433	b'33101010'	b'33101010'
4029	b'66101010'	b'66101010'
10441	b'88101010'	b'88101010'
7461	b'44101010'	b'14101010'
7178	b'410101010'	b'410101010'
1752	b'5261010'	b'5261010'
6281	b'25101010'	b'25101010'
3893	b'26101010'	b'26101010'
6292	b'73101010'	b'73101010'
8556	b'38101010'	b'38101010'
7762	b'39101010'	b'39101010'
7668	b'51101010'	b'51101010'
4197	b'12101010'	b'12101010'
6972	b'292310'	b'292210'
2662	b'50101010'	b'50101010'
788	b'75101010'	b'75101010'
3451	b'610101010'	b'610101010'
10514	b'78101010'	b'78101010'
6236	b'90101010'	b'90101010'
9650	b'10101010'	b'10101010'
10023	b'90101010'	b'90101010'
7877	b'20101010'	b'20101010'
7973	b'16101010'	b'16101010'
12077	b'50101010'	b'50101010'
5505	b'42101010'	b'42101010'
2553	b'24101010'	b'24101010'
5417	b'710101010'	b'710101010'
4492	b'21101010'	b'21101010'
8008	b'50101010'	b'50101010'
3701	b'510101010'	b'510101010'
1245	b'23101010'	b'23101010'
13066	b'1361010'	b'1361010'
4470	b'310101010'	b'310101010'
9342	b'66101010'	b'66101010'
4898	b'76101010'	b'76101010'
11099	b'15101010'	b'15101010'
7537	b'42101010'	b'42101010'
8397	b'233710'	b'233710'
9697	b'68101010'	b'68101010'
4771	b'210101010'	b'210101010'
4686	b'89101010'	b'89101010'
243	b'3221010'	b'3221010'
6687	b'98101010'	b'98101010'
9377	b'11101010'	b'13101010'
4455	b'13101010'	b'13101010'
12986	b'810101010'	b'810101010'
2077	b'110101010'	b'110101010'
4387	b'1791010'	b'1791010'
630	b'62101010'	b'62101010'
1142	b'1791010'	b'1791010'
3203	b'710101010'	b'710101010'
12244	b'17101010'	b'17101010'
5694	b'610101010'	b'610101010'
6648	b'1321010'	b'1321010'
3539	b'54101010'	b'54101010'
7849	b'41101010'	b'41101010'
4698	b'71101010'	b'71101010'
10573	b'2031010'	b'2031010'
11560	b'1451010'	b'1451010'
7904	b'51101010'	b'51101010'
11039	b'1231010'	b'1231010'
9052	b'10101010'	b'10101010'
4324	b'810101010'	b'110101010'
12141	b'26101010'	b'26101010'
5581	b'47101010'	b'47101010'
5630	b'15101010'	b'15101010'
6211	b'12101010'	b'12101010'
4596	b'2711010'	b'27101010'
2871	b'36101010'	b'36101010'
9185	b'18101010'	b'18101010'
9138	b'310101010'	b'310101010'
8601	b'11101010'	b'11101010'
2493	b'86101010'	b'86101010'
5397	b'21101010'	b'21101010'
12363	b'46101010'	b'46101010'
4041	b'78101010'	b'710101010'
379	b'10101010'	b'10101010'
4916	b'1771010'	b'1771010'
2115	b'27101010'	b'27101010'
7888	b'510101010'	b'510101010'
5920	b'610101010'	b'610101010'
3746	b'210101010'	b'210101010'
1921	b'2851010'	b'2851010'
1279	b'610101010'	b'610101010'
95	b'14101010'	b'14101010'
11850	b'1551010'	b'1551010'
8417	b'4041010'	b'4041010'
9704	b'10101010'	b'10101010'
637	b'42101010'	b'42101010'
6111	b'42101010'	b'42101010'
4589	b'39101010'	b'39101010'
1676	b'84101010'	b'84101010'
6488	b'43101010'	b'43101010'
5827	b'73101010'	b'73101010'
2702	b'1631010'	b'13101010'
2578	b'3531010'	b'3531010'
6163	b'54101010'	b'54101010'
729	b'39101010'	b'39101010'
10502	b'26101010'	b'26101010'
2760	b'3671010'	b'7671010'
10127	b'310101010'	b'310101010'
9572	b'29101010'	b'29101010'
1871	b'310101010'	b'310101010'
10460	b'610101010'	b'610101010'
924	b'2141010'	b'2141010'
10970	b'20101010'	b'20101010'
1700	b'45101010'	b'42101010'
1899	b'1311010'	b'1311010'
3638	b'49101010'	b'49101010'
767	b'59101010'	b'32101010'
10554	b'83101010'	b'83101010'
4599	b'310101010'	b'310101010'
6425	b'4991010'	b'4991010'
10775	b'26101010'	b'26101010'
6820	b'42101010'	b'42101010'
8465	b'1211010'	b'1241010'
6309	b'94101010'	b'94101010'
3439	b'90101010'	b'15101010'
7448	b'28101010'	b'28101010'
2218	b'24101010'	b'24101010'
9612	b'11101010'	b'11101010'
516	b'710101010'	b'710101010'
10231	b'10101010'	b'10101010'
5648	b'62101010'	b'62101010'
3499	b'13101010'	b'13101010'
12862	b'51101010'	b'51101010'
2541	b'510101010'	b'510101010'
11332	b'59101010'	b'59101010'
3229	b'24101010'	b'24101010'
12040	b'52101010'	b'52101010'
8892	b'38101010'	b'38101010'
207	b'410101010'	b'410101010'
7487	b'16101010'	b'16101010'
4099	b'26101010'	b'26101010'
2326	b'410101010'	b'410101010'
1208	b'19101010'	b'19101010'
9833	b'210101010'	b'210101010'
5020	b'1631010'	b'16101010'
12723	b'10101010'	b'10101010'
8486	b'70101010'	b'70101010'
5318	b'21101010'	b'21101010'
7997	b'710101010'	b'710101010'
9	b'1441010'	b'1441010'
5019	b'28101010'	b'28101010'
7317	b'248510'	b'248510'
4556	b'15101010'	b'15101010'
8316	b'13101010'	b'13101010'
4273	b'19101010'	b'19101010'
4925	b'68101010'	b'68101010'
10	b'16101010'	b'16101010'
6092	b'310101010'	b'610101010'
11541	b'22101010'	b'22101010'
8128	b'150610'	b'150610'
1112	b'1281010'	b'1281010'
10159	b'81101010'	b'81101010'
9446	b'74101010'	b'74101010'
5391	b'8451010'	b'8751010'
1912	b'110101010'	b'110101010'
7932	b'38101010'	b'38101010'
7961	b'35101010'	b'35101010'
1949	b'24101010'	b'24101010'
3023	b'30101010'	b'30101010'
554	b'710101010'	b'710101010'
5047	b'1021010'	b'1021010'
10856	b'410101010'	b'410101010'
9370	b'75101010'	b'75101010'
8916	b'11101010'	b'11101010'
303	b'43101010'	b'43101010'
1820	b'1331010'	b'1331010'
6142	b'810101010'	b'810101010'
12107	b'310101010'	b'310101010'
8453	b'310101010'	b'310101010'
9050	b'96101010'	b'96101010'
12147	b'110101010'	b'110101010'
12285	b'13101010'	b'13101010'
6024	b'68101010'	b'68101010'
5437	b'510101010'	b'510101010'
12054	b'15101010'	b'15101010'
10929	b'63101010'	b'63101010'
7001	b'16101010'	b'16101010'
12927	b'1441010'	b'1441010'
5022	b'28101010'	b'28101010'
61	b'74101010'	b'74101010'
9607	b'22101010'	b'22101010'
10281	b'3021010'	b'2021010'
3380	b'80101010'	b'80101010'
712	b'78101010'	b'78101010'
7399	b'1421010'	b'1421010'
2309	b'1431010'	b'1431010'
10465	b'110101010'	b'110101010'
12315	b'310101010'	b'310101010'
5614	b'14101010'	b'14101010'
2386	b'19101010'	b'19101010'
7003	b'910101010'	b'910101010'
6516	b'2091010'	b'2051010'
6457	b'17101010'	b'17101010'
10330	b'1051010'	b'1051010'
1256	b'45101010'	b'45101010'
3147	b'510101010'	b'510101010'
4787	b'15101010'	b'15101010'
1312	b'13101010'	b'13101010'
12807	b'24101010'	b'24101010'
12214	b'5191010'	b'5191010'
9008	b'510101010'	b'510101010'
1834	b'47101010'	b'47101010'
11892	b'15101010'	b'15101010'
6436	b'13101010'	b'13101010'
5759	b'610101010'	b'610101010'
4250	b'43101010'	b'43101010'
4794	b'14101010'	b'14101010'
11364	b'23101010'	b'23101010'
176	b'41101010'	b'41101010'
6064	b'910101010'	b'910101010'
11440	b'76101010'	b'76101010'
11324	b'10101010'	b'10101010'
4892	b'1161010'	b'1161010'
7282	b'10101010'	b'10101010'
4631	b'36101010'	b'36101010'
4192	b'15101010'	b'15101010'
10010	b'7171010'	b'7171010'
10966	b'34101010'	b'34101010'
6689	b'15101010'	b'15101010'
11418	b'810101010'	b'810101010'
12462	b'78101010'	b'78101010'
10503	b'21101010'	b'21101010'
3671	b'83101010'	b'83101010'
5279	b'49101010'	b'49101010'
8889	b'44101010'	b'44101010'
3692	b'22101010'	b'22101010'
11199	b'33101010'	b'33101010'
2505	b'1071010'	b'1071010'
1368	b'110101010'	b'110101010'
6644	b'24101010'	b'3401010'
3276	b'3761010'	b'3741010'
7751	b'49101010'	b'49101010'
8676	b'13101010'	b'13101010'
4333	b'30101010'	b'30101010'
10203	b'39101010'	b'39101010'
8707	b'5341010'	b'5341010'
11567	b'84101010'	b'84101010'
60	b'72101010'	b'72101010'
1669	b'2681010'	b'2681010'
12573	b'1561010'	b'1561010'
10887	b'4231010'	b'4231010'
289	b'19101010'	b'19101010'
46	b'10101010'	b'10101010'
532	b'11101010'	b'11101010'
2278	b'23101010'	b'32101010'
10533	b'33101010'	b'33101010'
6431	b'81101010'	b'91101010'
11556	b'37101010'	b'37101010'
10272	b'11101010'	b'11101010'
5549	b'5331010'	b'5331010'
994	b'28101010'	b'28101010'
9645	b'510101010'	b'510101010'
5937	b'410101010'	b'410101010'
6195	b'1221010'	b'1221010'
1532	b'20101010'	b'20101010'
1843	b'17101010'	b'17101010'
4346	b'610101010'	b'610101010'
2353	b'3701010'	b'3701010'
11818	b'25101010'	b'25101010'
11204	b'2541010'	b'2541010'
6568	b'33101010'	b'33101010'
11459	b'1361010'	b'1361010'
11127	b'110101010'	b'110101010'
7638	b'33101010'	b'33101010'
1558	b'4711010'	b'47101010'
2950	b'73101010'	b'73101010'
10248	b'210101010'	b'210101010'
3245	b'64101010'	b'64101010'
5329	b'910101010'	b'910101010'
10542	b'13101010'	b'13101010'
9289	b'510101010'	b'510101010'
5618	b'2271010'	b'2271010'
12850	b'37101010'	b'37101010'
11641	b'1371010'	b'1371010'
10316	b'21101010'	b'21101010'
9865	b'2421010'	b'2421010'
545	b'36101010'	b'36101010'
4153	b'32101010'	b'32101010'
4969	b'28101010'	b'28101010'
11759	b'16101010'	b'16101010'
11767	b'52101010'	b'52101010'
5465	b'37101010'	b'37101010'
8974	b'19101010'	b'19101010'
574	b'90101010'	b'90101010'
9804	b'710101010'	b'710101010'
21	b'2431010'	b'1291010'
9385	b'7521010'	b'7521010'
4845	b'910101010'	b'19101010'
9862	b'610101010'	b'610101010'
5795	b'2541010'	b'2541010'
7380	b'12101010'	b'17101010'
1225	b'26101010'	b'26101010'
11150	b'28101010'	b'28101010'
4194	b'810101010'	b'810101010'
9932	b'95101010'	b'95101010'
1146	b'13101010'	b'30101010'
1735	b'93101010'	b'93101010'
10076	b'1671010'	b'1671010'
12822	b'910101010'	b'910101010'
741	b'11101010'	b'11101010'
8498	b'40101010'	b'40101010'
1523	b'14101010'	b'14101010'
10461	b'810101010'	b'810101010'
10953	b'25101010'	b'25101010'
1055	b'30101010'	b'30101010'
5064	b'29101010'	b'29101010'
12468	b'1001010'	b'1001010'
1487	b'810101010'	b'810101010'
2929	b'10101010'	b'10101010'
6652	b'14101010'	b'14101010'
10874	b'67101010'	b'67101010'
1698	b'41101010'	b'41101010'
12570	b'68101010'	b'68101010'
649	b'21101010'	b'21101010'
1025	b'41101010'	b'41101010'
626	b'8371010'	b'8371010'
2362	b'82101010'	b'82101010'
5405	b'10101010'	b'10101010'
8846	b'1071010'	b'1071010'
1371	b'4431010'	b'4431010'
11481	b'1351010'	b'1351010'
3125	b'15101010'	b'15101010'
1030	b'25101010'	b'25101010'
12872	b'30101010'	b'30101010'
4557	b'710101010'	b'710101010'
7569	b'1241010'	b'1241010'
8598	b'48101010'	b'18101010'
10245	b'15101010'	b'15101010'
12921	b'1331010'	b'1331010'
12340	b'810101010'	b'810101010'
2082	b'59101010'	b'59101010'
8084	b'58101010'	b'58101010'
628	b'63101010'	b'63101010'
4735	b'1641010'	b'1641010'
4255	b'510101010'	b'510101010'
5175	b'5471010'	b'5471010'
6329	b'610101010'	b'610101010'
7107	b'41101010'	b'41101010'
856	b'14101010'	b'14101010'
7495	b'25101010'	b'25101010'
3794	b'27101010'	b'27101010'
12726	b'610101010'	b'610101010'
4935	b'910101010'	b'910101010'
1860	b'84101010'	b'84101010'
4986	b'54101010'	b'54101010'
393	b'410101010'	b'410101010'
5049	b'510101010'	b'310101010'
7545	b'24101010'	b'24101010'
12232	b'2271010'	b'2271010'
8237	b'79101010'	b'79101010'
8885	b'22101010'	b'22101010'
4092	b'110101010'	b'110101010'
9394	b'199510'	b'199510'
472	b'97101010'	b'97101010'
9307	b'26101010'	b'26101010'
1063	b'82101010'	b'82101010'
11405	b'88101010'	b'88101010'
12968	b'65101010'	b'65101010'
2190	b'29101010'	b'29101010'
5546	b'210101010'	b'210101010'
7339	b'202510'	b'202510'
7269	b'19101010'	b'19101010'
2393	b'13101010'	b'13101010'
10843	b'15101010'	b'15101010'
12172	b'3051010'	b'3051010'
9339	b'510101010'	b'510101010'
5512	b'23101010'	b'23101010'
11005	b'77101010'	b'77101010'
8732	b'17101010'	b'17101010'
2527	b'27101010'	b'27101010'
8395	b'710101010'	b'710101010'
2074	b'83101010'	b'83101010'
6888	b'1731010'	b'1731010'
6403	b'48101010'	b'48101010'
7758	b'710101010'	b'710101010'
1350	b'71101010'	b'71101010'
9524	b'34101010'	b'34101010'
883	b'34101010'	b'34101010'
11398	b'10101010'	b'10101010'
1992	b'35101010'	b'35101010'
7609	b'10101010'	b'10101010'
2214	b'24101010'	b'24101010'
6053	b'21101010'	b'21101010'
2261	b'110101010'	b'110101010'
6772	b'1151010'	b'1151010'
10122	b'18101010'	b'18101010'
2975	b'23101010'	b'23101010'
1527	b'49101010'	b'49101010'
527	b'103510'	b'195510'
5643	b'56101010'	b'56101010'
10361	b'310101010'	b'310101010'
196	b'2161010'	b'2161010'
6044	b'21101010'	b'21101010'
4135	b'5791010'	b'5791010'
8679	b'1361010'	b'1361010'
5689	b'810101010'	b'810101010'
12165	b'82101010'	b'82101010'
77	b'31101010'	b'31101010'
9450	b'610101010'	b'610101010'
3327	b'11101010'	b'11101010'
12709	b'21101010'	b'21101010'
1623	b'910101010'	b'910101010'
1630	b'82101010'	b'82101010'
1999	b'1741010'	b'1741010'
1838	b'3641010'	b'3641010'
325	b'610101010'	b'610101010'
5675	b'13101010'	b'13101010'
3098	b'6621010'	b'62101010'
12794	b'47101010'	b'47101010'
12522	b'810101010'	b'810101010'
11450	b'710101010'	b'710101010'
6722	b'17101010'	b'17101010'
257	b'3431010'	b'3431010'
9151	b'60101010'	b'60101010'
1424	b'2701010'	b'2701010'
2987	b'610101010'	b'610101010'
4766	b'24101010'	b'94101010'
7272	b'26101010'	b'26101010'
5331	b'16101010'	b'16101010'
7710	b'710101010'	b'710101010'
12458	b'14101010'	b'14101010'
6614	b'31101010'	b'31101010'
2423	b'18101010'	b'18101010'
4261	b'810101010'	b'810101010'
8854	b'22101010'	b'22101010'
1335	b'25101010'	b'25101010'
8737	b'56101010'	b'56101010'
8366	b'510101010'	b'510101010'
3093	b'41101010'	b'41101010'
7567	b'33101010'	b'33101010'
2984	b'13101010'	b'12101010'
3766	b'810101010'	b'810101010'
4558	b'67101010'	b'67101010'
5898	b'410101010'	b'410101010'
9256	b'310101010'	b'310101010'
814	b'2901010'	b'2901010'
6830	b'410101010'	b'410101010'
792	b'43101010'	b'43101010'
5231	b'31101010'	b'31101010'
10017	b'64101010'	b'64101010'
9492	b'36101010'	b'36101010'
686	b'610101010'	b'610101010'
1083	b'10101010'	b'10101010'
186	b'99101010'	b'99101010'
9899	b'410101010'	b'410101010'
4187	b'18101010'	b'18101010'
12017	b'32101010'	b'32101010'
5473	b'95101010'	b'95101010'
11743	b'25101010'	b'25101010'
5451	b'20101010'	b'20101010'
4709	b'48101010'	b'48101010'
9530	b'22101010'	b'22101010'
12574	b'94101010'	b'94101010'
3682	b'89101010'	b'89101010'
2425	b'110101010'	b'12101010'
12732	b'2371010'	b'2371010'
11558	b'24101010'	b'24101010'
8210	b'1001010'	b'1001010'
7042	b'2611010'	b'2611010'
4075	b'41101010'	b'41101010'
9944	b'27101010'	b'27101010'
13035	b'3921010'	b'3921010'
6052	b'1691010'	b'1691010'
9911	b'1031010'	b'1031010'
5153	b'19101010'	b'19101010'
349	b'210101010'	b'210101010'
10670	b'50101010'	b'50101010'
7680	b'50101010'	b'50101010'
10008	b'77101010'	b'77101010'
1159	b'12101010'	b'12101010'
4798	b'59101010'	b'59101010'
9894	b'310101010'	b'310101010'
4442	b'49101010'	b'49101010'
8893	b'1421010'	b'1421010'
10834	b'15101010'	b'15101010'
7753	b'49101010'	b'49101010'
3236	b'12101010'	b'12101010'
9750	b'210101010'	b'210101010'
1945	b'69101010'	b'69101010'
10197	b'14101010'	b'14101010'
1271	b'96101010'	b'96101010'
3138	b'47101010'	b'47101010'
8094	b'210101010'	b'210101010'
10870	b'24101010'	b'24101010'
6207	b'15101010'	b'15101010'
11114	b'810101010'	b'810101010'
5718	b'16101010'	b'16101010'
10054	b'77101010'	b'77101010'
5735	b'83101010'	b'83101010'
7032	b'89101010'	b'89101010'
7535	b'12101010'	b'12101010'
8557	b'23101010'	b'23101010'
9236	b'610101010'	b'610101010'
383	b'16101010'	b'16101010'
739	b'12101010'	b'12101010'
2709	b'58101010'	b'58101010'
10343	b'20101010'	b'20101010'
1686	b'210101010'	b'210101010'
12830	b'37101010'	b'37101010'
1699	b'92101010'	b'92101010'
5748	b'210101010'	b'210101010'
10091	b'310101010'	b'310101010'
4962	b'19101010'	b'19101010'
536	b'510101010'	b'510101010'
9563	b'62101010'	b'62101010'
11874	b'310101010'	b'310101010'
7755	b'20101010'	b'20101010'
11855	b'102210'	b'102210'
11087	b'60101010'	b'60101010'
5057	b'26101010'	b'26101010'
7836	b'410101010'	b'410101010'
7354	b'14101010'	b'14101010'
4148	b'410101010'	b'410101010'
2717	b'28101010'	b'28101010'
10651	b'13101010'	b'13101010'
8698	b'14101010'	b'14101010'
2774	b'26101010'	b'26101010'
10287	b'44101010'	b'44101010'
12403	b'77101010'	b'77101010'
10933	b'910101010'	b'910101010'
12805	b'48101010'	b'48101010'
3678	b'46101010'	b'46101010'
1153	b'16101010'	b'16101010'
10784	b'1171010'	b'1171010'
11009	b'28101010'	b'28101010'
11642	b'72101010'	b'72101010'
3689	b'134910'	b'3491010'
12044	b'110101010'	b'110101010'
10492	b'310101010'	b'310101010'
11167	b'41101010'	b'41101010'
9162	b'910101010'	b'910101010'
7586	b'82101010'	b'82101010'
10255	b'24101010'	b'24101010'
2594	b'1171010'	b'1171010'
12002	b'410101010'	b'110101010'
1774	b'810101010'	b'810101010'
10896	b'210101010'	b'210101010'
2857	b'12101010'	b'12101010'
10172	b'38101010'	b'38101010'
5284	b'210101010'	b'210101010'
5636	b'2371010'	b'2311010'
11262	b'42101010'	b'42101010'
1961	b'64101010'	b'64101010'
8982	b'63101010'	b'63101010'
4354	b'16101010'	b'16101010'
8499	b'410101010'	b'410101010'
2844	b'310101010'	b'310101010'
3040	b'11101010'	b'11101010'
8823	b'310101010'	b'310101010'
9555	b'10101010'	b'10101010'
2432	b'210101010'	b'210101010'
4509	b'30101010'	b'30101010'
5189	b'26101010'	b'26101010'
8473	b'1891010'	b'1891010'
4212	b'1611010'	b'1611010'
7760	b'210101010'	b'210101010'
7343	b'77101010'	b'77101010'
1054	b'53101010'	b'53101010'
923	b'16101010'	b'610101010'
11999	b'910101010'	b'910101010'
2948	b'62101010'	b'62101010'
5004	b'13101010'	b'13101010'
7852	b'17101010'	b'17101010'
5782	b'36101010'	b'36101010'
9298	b'210101010'	b'210101010'
12686	b'310101010'	b'310101010'
13034	b'210101010'	b'210101010'
11616	b'58101010'	b'58101010'
8180	b'610101010'	b'610101010'
7988	b'66101010'	b'610101010'
3688	b'1121010'	b'1121010'
4049	b'1721010'	b'1721010'
4025	b'60101010'	b'60101010'
1596	b'494110'	b'494110'
2540	b'66101010'	b'66101010'
12176	b'18101010'	b'18101010'
5608	b'210101010'	b'210101010'
2740	b'810101010'	b'810101010'
9939	b'61101010'	b'61101010'
8736	b'910101010'	b'910101010'
10110	b'29101010'	b'29101010'
9770	b'10101010'	b'10101010'
4635	b'34101010'	b'34101010'
1104	b'1041010'	b'1041010'
598	b'32101010'	b'32101010'
9521	b'55101010'	b'55101010'
10894	b'88101010'	b'88101010'
2675	b'74101010'	b'74101010'
164	b'2891010'	b'2891010'
7267	b'69101010'	b'69101010'
8390	b'62101010'	b'62101010'
2806	b'35101010'	b'35101010'
12371	b'14101010'	b'14101010'
832	b'16101010'	b'16101010'
12651	b'1491010'	b'1491010'
4769	b'38101010'	b'36101010'
10746	b'1171010'	b'1471010'
6271	b'710101010'	b'710101010'
4359	b'99101010'	b'99101010'
7219	b'3171010'	b'3171010'
7479	b'1561010'	b'1561010'
1581	b'910101010'	b'910101010'
7223	b'86101010'	b'86101010'
7867	b'69101010'	b'69101010'
11904	b'46101010'	b'46101010'
3872	b'1511010'	b'1511010'
5431	b'10101010'	b'110101010'
1587	b'3091010'	b'3091010'
658	b'32101010'	b'32101010'
10080	b'16101010'	b'15101010'
5651	b'63101010'	b'63101010'
1618	b'810101010'	b'810101010'
