ID	prediction	label
10115	b'810101010'	b'810101010'
10600	b'1101010'	b'1101010'
4896	b'51101010'	b'51101010'
5957	b'710101010'	b'710101010'
12217	b'81101010'	b'81101010'
6856	b'68101010'	b'88101010'
6709	b'610101010'	b'610101010'
864	b'510101010'	b'510101010'
2764	b'27101010'	b'22101010'
12015	b'56101010'	b'56101010'
8502	b'4701010'	b'4701010'
7403	b'410101010'	b'44101010'
726	b'22101010'	b'22101010'
5885	b'48101010'	b'48101010'
4677	b'23101010'	b'23101010'
7611	b'710101010'	b'710101010'
31	b'57101010'	b'51101010'
5472	b'28101010'	b'28101010'
7538	b'310101010'	b'310101010'
7648	b'22101010'	b'28101010'
9025	b'1081010'	b'7881010'
204	b'210101010'	b'210101010'
1094	b'2381010'	b'2361010'
962	b'3231010'	b'3231010'
7361	b'85101010'	b'85101010'
12928	b'2861010'	b'1261010'
1482	b'610101010'	b'610101010'
3636	b'10101010'	b'10101010'
9356	b'82101010'	b'82101010'
7027	b'21101010'	b'21101010'
12007	b'57101010'	b'57101010'
4024	b'21101010'	b'710101010'
861	b'13101010'	b'13101010'
3746	b'210101010'	b'210101010'
2395	b'13101010'	b'13101010'
8527	b'1891010'	b'1891010'
12546	b'59101010'	b'59101010'
4450	b'12101010'	b'12101010'
4227	b'510101010'	b'510101010'
10794	b'84101010'	b'84101010'
10720	b'1271010'	b'1271010'
8202	b'310101010'	b'310101010'
9600	b'1741010'	b'1741010'
5234	b'21101010'	b'210101010'
10641	b'510101010'	b'510101010'
420	b'2001010'	b'2081010'
8064	b'98101010'	b'98101010'
3125	b'15101010'	b'15101010'
7017	b'810101010'	b'810101010'
12864	b'510101010'	b'510101010'
638	b'16101010'	b'610101010'
10747	b'510101010'	b'54101010'
1933	b'25101010'	b'25101010'
6958	b'810101010'	b'810101010'
10535	b'410101010'	b'410101010'
8748	b'310101010'	b'310101010'
2268	b'10101010'	b'10101010'
4767	b'1311010'	b'1311010'
446	b'18101010'	b'18101010'
8969	b'10101010'	b'10101010'
9944	b'27101010'	b'27101010'
1173	b'27101010'	b'27101010'
6597	b'8451010'	b'8431010'
11521	b'25101010'	b'25101010'
8760	b'210101010'	b'210101010'
8704	b'21101010'	b'21101010'
1782	b'50101010'	b'50101010'
9286	b'20101010'	b'20101010'
789	b'13101010'	b'13101010'
7908	b'84101010'	b'84101010'
11329	b'24101010'	b'24101010'
3343	b'16101010'	b'16101010'
11953	b'98101010'	b'98101010'
1075	b'910101010'	b'910101010'
11680	b'22101010'	b'22101010'
10730	b'510101010'	b'510101010'
7817	b'810101010'	b'810101010'
9640	b'61101010'	b'61101010'
11874	b'310101010'	b'310101010'
7290	b'310101010'	b'310101010'
2156	b'17101010'	b'17101010'
12934	b'10101010'	b'10101010'
11395	b'16101010'	b'16101010'
8200	b'91101010'	b'91101010'
721	b'49101010'	b'49101010'
10874	b'67101010'	b'67101010'
1632	b'1621010'	b'1621010'
9880	b'55101010'	b'55101010'
10326	b'25101010'	b'25101010'
9466	b'14101010'	b'14101010'
5824	b'115010'	b'1501010'
6591	b'64101010'	b'64101010'
11644	b'30101010'	b'30101010'
8889	b'44101010'	b'44101010'
6610	b'28101010'	b'28101010'
11897	b'26101010'	b'26101010'
7743	b'31101010'	b'31101010'
5827	b'73101010'	b'73101010'
4986	b'54101010'	b'54101010'
10994	b'26101010'	b'26101010'
4968	b'110101010'	b'110101010'
12960	b'10101010'	b'10101010'
8675	b'13101010'	b'13101010'
3698	b'36101010'	b'36101010'
1740	b'17101010'	b'17101010'
4424	b'46101010'	b'46101010'
12350	b'65101010'	b'65101010'
8500	b'17101010'	b'17101010'
676	b'1111010'	b'14101010'
12552	b'86101010'	b'86101010'
132	b'36101010'	b'36101010'
8866	b'10101010'	b'10101010'
4846	b'92101010'	b'92101010'
10583	b'21101010'	b'21101010'
100	b'61101010'	b'61101010'
2112	b'73101010'	b'73101010'
4571	b'14101010'	b'14101010'
10257	b'46101010'	b'46101010'
4322	b'22101010'	b'22101010'
12490	b'9061010'	b'9061010'
12182	b'610101010'	b'610101010'
4270	b'34101010'	b'34101010'
717	b'29101010'	b'29101010'
8588	b'79101010'	b'79101010'
12153	b'47101010'	b'47101010'
500	b'22101010'	b'22101010'
12729	b'19101010'	b'93101010'
11836	b'40101010'	b'40101010'
3012	b'20101010'	b'30101010'
5673	b'910101010'	b'910101010'
12058	b'21101010'	b'21101010'
9362	b'37101010'	b'37101010'
8077	b'2831010'	b'2831010'
12936	b'910101010'	b'910101010'
2666	b'57101010'	b'57101010'
9607	b'22101010'	b'22101010'
6999	b'61101010'	b'61101010'
12489	b'1141010'	b'1141010'
3506	b'46101010'	b'46101010'
5771	b'51101010'	b'51101010'
10204	b'1291010'	b'1201010'
6272	b'1561010'	b'1561010'
9688	b'910101010'	b'910101010'
6335	b'28101010'	b'28101010'
9684	b'72101010'	b'72101010'
10113	b'26101010'	b'26101010'
3172	b'310101010'	b'310101010'
1947	b'42101010'	b'42101010'
282	b'21101010'	b'21101010'
7555	b'25101010'	b'25101010'
11993	b'30101010'	b'30101010'
12948	b'56101010'	b'56101010'
10658	b'82101010'	b'82101010'
2105	b'29101010'	b'29101010'
1076	b'810101010'	b'810101010'
3069	b'1001010'	b'1001010'
5110	b'23101010'	b'23101010'
435	b'55101010'	b'55101010'
11183	b'610101010'	b'610101010'
6959	b'1111010'	b'1171010'
6911	b'8811010'	b'6811010'
11420	b'810101010'	b'810101010'
2651	b'1151010'	b'1141010'
8023	b'510101010'	b'510101010'
5101	b'32101010'	b'32101010'
5337	b'72101010'	b'72101010'
9424	b'310101010'	b'310101010'
10941	b'17101010'	b'17101010'
2739	b'39101010'	b'39101010'
1030	b'25101010'	b'25101010'
6915	b'2591010'	b'2591010'
1885	b'17101010'	b'710101010'
8731	b'810101010'	b'810101010'
3241	b'64101010'	b'64101010'
12773	b'310101010'	b'310101010'
2586	b'2031010'	b'2031010'
5296	b'22101010'	b'210101010'
9052	b'10101010'	b'10101010'
1681	b'1191010'	b'1191010'
5390	b'10101010'	b'10101010'
10561	b'72101010'	b'72101010'
3750	b'53101010'	b'53101010'
2589	b'40101010'	b'40101010'
269	b'510101010'	b'510101010'
7554	b'19101010'	b'19101010'
12980	b'17101010'	b'110101010'
6283	b'1011010'	b'1011010'
9882	b'14101010'	b'14101010'
8281	b'22101010'	b'22101010'
4275	b'3141010'	b'1141010'
2171	b'12101010'	b'12101010'
11840	b'27101010'	b'27101010'
4085	b'15101010'	b'15101010'
8530	b'12101010'	b'12101010'
7626	b'42101010'	b'42101010'
2104	b'34101010'	b'34101010'
2363	b'2341010'	b'2341010'
5463	b'117110'	b'117110'
6106	b'610101010'	b'610101010'
12029	b'27101010'	b'27101010'
2560	b'610101010'	b'610101010'
3826	b'96101010'	b'96101010'
7115	b'1041010'	b'1041010'
11971	b'51101010'	b'51101010'
1060	b'2081010'	b'2081010'
5527	b'14101010'	b'44101010'
11289	b'70101010'	b'70101010'
7177	b'91101010'	b'91101010'
3383	b'11101010'	b'11101010'
3554	b'12101010'	b'12101010'
3571	b'510101010'	b'510101010'
10945	b'73101010'	b'73101010'
11004	b'12101010'	b'22101010'
2795	b'68101010'	b'68101010'
6025	b'13101010'	b'19101010'
10214	b'510101010'	b'310101010'
5525	b'110101010'	b'110101010'
3682	b'89101010'	b'89101010'
7080	b'15101010'	b'510101010'
6070	b'14101010'	b'14101010'
2736	b'4461010'	b'46101010'
6912	b'710101010'	b'710101010'
2816	b'65101010'	b'65101010'
5205	b'410101010'	b'410101010'
1980	b'1641010'	b'1641010'
3035	b'41101010'	b'41101010'
1943	b'14101010'	b'14101010'
10448	b'71101010'	b'71101010'
5876	b'87101010'	b'87101010'
4134	b'47101010'	b'71101010'
12616	b'1171010'	b'1171010'
7179	b'18101010'	b'18101010'
11332	b'59101010'	b'59101010'
881	b'50101010'	b'50101010'
2547	b'12101010'	b'12101010'
11842	b'410101010'	b'410101010'
8340	b'1241010'	b'1241010'
10974	b'23101010'	b'23101010'
7257	b'21101010'	b'21101010'
2369	b'10101010'	b'16101010'
9227	b'31101010'	b'310101010'
7798	b'16101010'	b'16101010'
8726	b'58101010'	b'58101010'
8360	b'1141010'	b'1141010'
11442	b'45101010'	b'45101010'
3245	b'64101010'	b'64101010'
8086	b'12101010'	b'12101010'
3166	b'110101010'	b'110101010'
12109	b'27101010'	b'27101010'
11919	b'9971010'	b'9971010'
2232	b'76101010'	b'710101010'
9917	b'7801010'	b'7801010'
3579	b'51101010'	b'51101010'
8499	b'45101010'	b'410101010'
12071	b'11101010'	b'11101010'
8606	b'20101010'	b'20101010'
5544	b'16101010'	b'10101010'
248	b'3421010'	b'3421010'
8662	b'22101010'	b'22101010'
1471	b'60101010'	b'60101010'
124	b'76101010'	b'76101010'
2076	b'35101010'	b'35101010'
12996	b'12101010'	b'12101010'
1517	b'310101010'	b'310101010'
10713	b'1791010'	b'1791010'
3604	b'60101010'	b'60101010'
10607	b'40101010'	b'40101010'
5148	b'22101010'	b'22101010'
10625	b'29101010'	b'29101010'
1213	b'13101010'	b'13101010'
10099	b'57101010'	b'57101010'
1674	b'510101010'	b'510101010'
12396	b'69101010'	b'69101010'
3100	b'15101010'	b'15101010'
5750	b'49101010'	b'49101010'
10145	b'15101010'	b'15101010'
3778	b'91101010'	b'91101010'
10071	b'29101010'	b'29101010'
3381	b'71101010'	b'71101010'
8030	b'31101010'	b'110101010'
11703	b'1001010'	b'1001010'
5717	b'84101010'	b'810101010'
10575	b'15101010'	b'15101010'
1337	b'67101010'	b'67101010'
1631	b'23101010'	b'23101010'
10193	b'87101010'	b'87101010'
12126	b'3171010'	b'3171010'
1780	b'1041010'	b'1041010'
201	b'30101010'	b'30101010'
6357	b'3091010'	b'3091010'
9593	b'12101010'	b'12101010'
5921	b'32101010'	b'32101010'
12567	b'25101010'	b'25101010'
7246	b'28101010'	b'28101010'
2337	b'81101010'	b'81101010'
10474	b'17101010'	b'17101010'
4180	b'1121010'	b'1121010'
11895	b'14101010'	b'14101010'
2757	b'1351010'	b'1351010'
2783	b'4751010'	b'4751010'
4171	b'24101010'	b'24101010'
9458	b'12101010'	b'12101010'
3099	b'66101010'	b'66101010'
11518	b'16101010'	b'76101010'
2865	b'210101010'	b'210101010'
1460	b'28101010'	b'28101010'
4059	b'410101010'	b'410101010'
1156	b'51101010'	b'51101010'
1269	b'42101010'	b'42101010'
1413	b'29101010'	b'29101010'
6126	b'310101010'	b'310101010'
7842	b'19101010'	b'19101010'
9774	b'2561010'	b'2561010'
7552	b'22101010'	b'22101010'
2144	b'1791010'	b'1791010'
1474	b'32101010'	b'32101010'
6412	b'310101010'	b'310101010'
6372	b'35101010'	b'35101010'
6325	b'64101010'	b'64101010'
1660	b'65101010'	b'65101010'
3968	b'610101010'	b'610101010'
6558	b'510101010'	b'510101010'
533	b'60101010'	b'60101010'
2952	b'77101010'	b'77101010'
4513	b'44101010'	b'410101010'
11616	b'58101010'	b'58101010'
9074	b'23101010'	b'2931010'
2318	b'193410'	b'193410'
3790	b'90101010'	b'90101010'
8197	b'51101010'	b'31101010'
3094	b'7251010'	b'7251010'
12386	b'1341010'	b'1341010'
2737	b'1611010'	b'1611010'
3133	b'32101010'	b'32101010'
4182	b'97101010'	b'97101010'
2115	b'27101010'	b'27101010'
11133	b'68101010'	b'68101010'
9567	b'15101010'	b'15101010'
9211	b'21101010'	b'21101010'
326	b'15101010'	b'15101010'
5794	b'410101010'	b'410101010'
6086	b'1551010'	b'1551010'
611	b'13101010'	b'19101010'
9518	b'35101010'	b'35101010'
668	b'34101010'	b'34101010'
2844	b'310101010'	b'310101010'
9452	b'910101010'	b'910101010'
514	b'19101010'	b'19101010'
8820	b'74101010'	b'74101010'
2671	b'15101010'	b'15101010'
3201	b'410101010'	b'410101010'
247	b'610101010'	b'310101010'
8515	b'83101010'	b'83101010'
12041	b'26101010'	b'26101010'
5310	b'17101010'	b'17101010'
1374	b'1701010'	b'1701010'
3912	b'910101010'	b'910101010'
1189	b'30101010'	b'30101010'
6743	b'13101010'	b'13101010'
12251	b'210101010'	b'210101010'
6159	b'1061010'	b'1061010'
5099	b'210101010'	b'210101010'
6425	b'4991010'	b'4991010'
8350	b'610101010'	b'610101010'
2060	b'32101010'	b'32101010'
568	b'25101010'	b'25101010'
12063	b'58101010'	b'58101010'
2053	b'23101010'	b'23101010'
7819	b'510101010'	b'110101010'
3780	b'31101010'	b'37101010'
8891	b'2441010'	b'24101010'
7577	b'16101010'	b'16101010'
1037	b'21101010'	b'21101010'
12557	b'17101010'	b'17101010'
5065	b'1031010'	b'1031010'
311	b'26101010'	b'26101010'
4713	b'25101010'	b'25101010'
4502	b'99101010'	b'99101010'
5643	b'56101010'	b'56101010'
12781	b'27101010'	b'27101010'
12919	b'52101010'	b'59101010'
889	b'15101010'	b'15101010'
845	b'26101010'	b'20101010'
3595	b'82101010'	b'82101010'
12899	b'2531010'	b'23101010'
6736	b'1371010'	b'1371010'
11159	b'3551010'	b'3551010'
10213	b'55101010'	b'510101010'
8912	b'4471010'	b'4571010'
9311	b'3521010'	b'3521010'
4554	b'25101010'	b'25101010'
8968	b'1181010'	b'1181010'
746	b'51101010'	b'51101010'
9354	b'610101010'	b'610101010'
3621	b'17101010'	b'17101010'
6	b'11101010'	b'110101010'
8237	b'79101010'	b'79101010'
12485	b'810101010'	b'810101010'
9187	b'43101010'	b'43101010'
9348	b'49101010'	b'49101010'
10176	b'68101010'	b'68101010'
121	b'22101010'	b'22101010'
7758	b'710101010'	b'710101010'
10620	b'13101010'	b'13101010'
5475	b'47101010'	b'47101010'
2153	b'710101010'	b'710101010'
6381	b'710101010'	b'710101010'
9750	b'210101010'	b'210101010'
8634	b'25101010'	b'25101010'
9173	b'10101010'	b'10101010'
10017	b'64101010'	b'64101010'
1789	b'31101010'	b'31101010'
8088	b'510101010'	b'510101010'
10657	b'5071010'	b'5021010'
12701	b'110101010'	b'110101010'
12418	b'37101010'	b'37101010'
8180	b'610101010'	b'610101010'
5426	b'40101010'	b'40101010'
5773	b'30101010'	b'30101010'
11299	b'34101010'	b'34101010'
2526	b'30101010'	b'30101010'
1589	b'47101010'	b'47101010'
12172	b'3051010'	b'3051010'
8459	b'6191010'	b'6191010'
9785	b'51101010'	b'51101010'
9172	b'4101010'	b'4101010'
3639	b'610101010'	b'610101010'
12487	b'41101010'	b'41101010'
9117	b'1201010'	b'1201010'
6069	b'1241010'	b'1241010'
5435	b'12101010'	b'12101010'
11924	b'46101010'	b'46101010'
235	b'31101010'	b'31101010'
12433	b'50101010'	b'50101010'
3235	b'43101010'	b'43101010'
2389	b'15101010'	b'15101010'
4980	b'48101010'	b'48101010'
196	b'2161010'	b'2161010'
4146	b'610101010'	b'610101010'
1287	b'1481010'	b'1481010'
6779	b'47101010'	b'47101010'
273	b'510101010'	b'510101010'
2817	b'6161010'	b'6161010'
7062	b'44101010'	b'44101010'
11185	b'65101010'	b'65101010'
5372	b'610101010'	b'610101010'
4859	b'310101010'	b'310101010'
63	b'17101010'	b'17101010'
8639	b'3031010'	b'3031010'
6715	b'25101010'	b'25101010'
5939	b'810101010'	b'810101010'
2324	b'75101010'	b'75101010'
5744	b'99101010'	b'99101010'
6484	b'1551010'	b'1551010'
11448	b'17101010'	b'17101010'
8684	b'42101010'	b'42101010'
507	b'39101010'	b'39101010'
7877	b'20101010'	b'20101010'
9524	b'34101010'	b'34101010'
7209	b'98101010'	b'98101010'
9039	b'24101010'	b'94101010'
4739	b'16101010'	b'16101010'
6954	b'71101010'	b'71101010'
550	b'3201010'	b'3201010'
7402	b'710101010'	b'710101010'
4496	b'30101010'	b'30101010'
2601	b'18101010'	b'18101010'
10536	b'32101010'	b'32101010'
2177	b'3511010'	b'3511010'
12115	b'1011010'	b'1011010'
5722	b'1271010'	b'1271010'
9546	b'14101010'	b'14101010'
6479	b'10101010'	b'10101010'
5159	b'66101010'	b'66101010'
6187	b'5101010'	b'5101010'
10223	b'24101010'	b'24101010'
5691	b'1101010'	b'1101010'
10379	b'25101010'	b'25101010'
2622	b'26101010'	b'26101010'
762	b'1941010'	b'192410'
9663	b'910101010'	b'910101010'
6094	b'2791010'	b'2791010'
3151	b'15101010'	b'15101010'
9900	b'13101010'	b'13101010'
6685	b'27101010'	b'14101010'
7151	b'22101010'	b'22101010'
4668	b'27101010'	b'27101010'
8665	b'24101010'	b'24101010'
3983	b'18101010'	b'18101010'
7370	b'14101010'	b'14101010'
2444	b'2451010'	b'2451010'
7595	b'33101010'	b'33101010'
11074	b'19101010'	b'19101010'
7079	b'410101010'	b'410101010'
10896	b'210101010'	b'210101010'
6444	b'95101010'	b'35101010'
802	b'28101010'	b'28101010'
4641	b'83101010'	b'83101010'
7456	b'3631010'	b'3631010'
11576	b'10101010'	b'10101010'
8070	b'1701010'	b'1201010'
1596	b'497110'	b'494110'
3938	b'67101010'	b'67101010'
2661	b'85101010'	b'85101010'
2842	b'1291010'	b'4291010'
7058	b'10101010'	b'10101010'
2439	b'37101010'	b'37101010'
6793	b'15101010'	b'15101010'
8893	b'1421010'	b'1421010'
2767	b'15101010'	b'15101010'
9926	b'18101010'	b'18101010'
2493	b'86101010'	b'86101010'
8472	b'410101010'	b'110101010'
7549	b'27101010'	b'27101010'
4354	b'16101010'	b'16101010'
10903	b'3031010'	b'3631010'
1550	b'2181010'	b'2181010'
5331	b'16101010'	b'16101010'
3353	b'34101010'	b'34101010'
10674	b'67101010'	b'67101010'
5962	b'75101010'	b'75101010'
11355	b'37101010'	b'37101010'
1634	b'31101010'	b'31101010'
7943	b'1001010'	b'1001010'
12838	b'32101010'	b'32101010'
3445	b'29101010'	b'29101010'
853	b'13101010'	b'13101010'
12840	b'22101010'	b'22101010'
11175	b'10101010'	b'10101010'
4471	b'610101010'	b'610101010'
6451	b'44101010'	b'44101010'
797	b'71101010'	b'71101010'
2552	b'610101010'	b'610101010'
972	b'110101010'	b'110101010'
3860	b'12101010'	b'12101010'
3362	b'910101010'	b'910101010'
2536	b'66101010'	b'66101010'
2524	b'2951010'	b'2951010'
11896	b'20101010'	b'20101010'
10792	b'310101010'	b'510101010'
6525	b'84101010'	b'84101010'
9617	b'98101010'	b'98101010'
854	b'48101010'	b'810101010'
9443	b'47101010'	b'47101010'
233	b'47101010'	b'47101010'
3003	b'5491010'	b'6481010'
4278	b'310101010'	b'310101010'
984	b'20101010'	b'20101010'
10929	b'63101010'	b'63101010'
12014	b'39101010'	b'59101010'
2114	b'24101010'	b'24101010'
4640	b'810101010'	b'810101010'
7697	b'510101010'	b'510101010'
12879	b'26101010'	b'26101010'
10411	b'310101010'	b'310101010'
9800	b'95101010'	b'95101010'
1370	b'35101010'	b'35101010'
6585	b'47101010'	b'47101010'
9602	b'3961010'	b'3961010'
11412	b'34101010'	b'34101010'
10248	b'210101010'	b'210101010'
7641	b'37101010'	b'37101010'
7465	b'58101010'	b'38101010'
7401	b'12101010'	b'12101010'
11663	b'32101010'	b'32101010'
11647	b'1561010'	b'1501010'
10825	b'90101010'	b'90101010'
10389	b'42101010'	b'42101010'
6362	b'983710'	b'9831010'
2082	b'59101010'	b'59101010'
11777	b'6981010'	b'6981010'
11487	b'20101010'	b'20101010'
2678	b'310101010'	b'510101010'
7785	b'16101010'	b'16101010'
3731	b'35101010'	b'35101010'
73	b'24101010'	b'24101010'
252	b'27101010'	b'27101010'
5222	b'2491010'	b'24101010'
9738	b'4991010'	b'1991010'
1857	b'2651010'	b'2651010'
4469	b'20101010'	b'20101010'
12429	b'47101010'	b'47101010'
8605	b'210101010'	b'210101010'
2638	b'30101010'	b'30101010'
11022	b'11101010'	b'11101010'
4099	b'26101010'	b'26101010'
7734	b'1071010'	b'1071010'
9230	b'10101010'	b'10101010'
5469	b'13101010'	b'13101010'
6676	b'5221010'	b'5221010'
8942	b'19101010'	b'19101010'
3765	b'58101010'	b'58101010'
4446	b'810101010'	b'810101010'
10624	b'20101010'	b'20101010'
7137	b'113210'	b'113210'
4127	b'110101010'	b'110101010'
10581	b'61101010'	b'61101010'
1405	b'19101010'	b'19101010'
8009	b'69101010'	b'69101010'
2942	b'43101010'	b'43101010'
648	b'3331010'	b'3331010'
2568	b'26101010'	b'20101010'
5453	b'34101010'	b'34101010'
2225	b'34101010'	b'34101010'
5610	b'14101010'	b'14101010'
12162	b'1011010'	b'1011010'
5613	b'17101010'	b'17101010'
939	b'84101010'	b'84101010'
2281	b'11101010'	b'11101010'
644	b'18101010'	b'18101010'
1935	b'14101010'	b'14101010'
10752	b'13101010'	b'13101010'
8266	b'310101010'	b'510101010'
10434	b'47101010'	b'47101010'
787	b'50101010'	b'59101010'
9755	b'26101010'	b'26101010'
11743	b'25101010'	b'25101010'
3695	b'61101010'	b'61101010'
5838	b'1841010'	b'1841010'
2299	b'810101010'	b'810101010'
4509	b'30101010'	b'30101010'
3193	b'12101010'	b'12101010'
6463	b'15101010'	b'15101010'
7291	b'2331010'	b'2331010'
7061	b'210101010'	b'210101010'
12207	b'210101010'	b'810101010'
3854	b'210101010'	b'210101010'
2569	b'56101010'	b'56101010'
2208	b'19101010'	b'19101010'
6196	b'53101010'	b'53101010'
12760	b'36101010'	b'36101010'
5268	b'31101010'	b'31101010'
6328	b'17101010'	b'17101010'
5727	b'15101010'	b'15101010'
476	b'84101010'	b'84101010'
5429	b'27101010'	b'27101010'
5381	b'50101010'	b'50101010'
10552	b'61101010'	b'61101010'
7502	b'46101010'	b'46101010'
3185	b'24101010'	b'24101010'
6254	b'34101010'	b'34101010'
3514	b'23101010'	b'23101010'
2070	b'20101010'	b'26101010'
9123	b'510101010'	b'510101010'
7310	b'47101010'	b'47101010'
12385	b'28101010'	b'28101010'
12098	b'38101010'	b'38101010'
12171	b'710101010'	b'710101010'
11841	b'2631010'	b'2631010'
11454	b'210101010'	b'210101010'
6485	b'18101010'	b'18101010'
6882	b'610101010'	b'610101010'
9583	b'2901010'	b'2901010'
11032	b'2721010'	b'2721010'
6873	b'2251010'	b'2251010'
8535	b'69101010'	b'69101010'
84	b'36101010'	b'36101010'
32	b'65101010'	b'510101010'
4699	b'64101010'	b'64101010'
2449	b'2281010'	b'2381010'
10089	b'710101010'	b'710101010'
8112	b'2491010'	b'2481010'
499	b'1931010'	b'1931010'
5601	b'810101010'	b'210101010'
1576	b'1901010'	b'1901010'
6728	b'19101010'	b'19101010'
10038	b'64101010'	b'64101010'
6910	b'8081010'	b'8051010'
7224	b'410101010'	b'410101010'
8910	b'310101010'	b'36101010'
7215	b'35101010'	b'35101010'
1443	b'10101010'	b'10101010'
6957	b'25101010'	b'25101010'
12275	b'1821010'	b'1821010'
399	b'210101010'	b'210101010'
7587	b'710101010'	b'610101010'
10398	b'210101010'	b'210101010'
7674	b'710101010'	b'710101010'
3458	b'24101010'	b'24101010'
9350	b'23101010'	b'23101010'
1994	b'15101010'	b'15101010'
4258	b'62101010'	b'62101010'
9904	b'210101010'	b'210101010'
3258	b'610101010'	b'610101010'
6754	b'1111010'	b'1111010'
13025	b'810101010'	b'210101010'
8645	b'310101010'	b'310101010'
9835	b'2101010'	b'2401010'
12809	b'16101010'	b'16101010'
5580	b'47101010'	b'47101010'
2592	b'11101010'	b'11101010'
9030	b'135810'	b'188810'
7196	b'110101010'	b'13101010'
1207	b'20101010'	b'20101010'
6314	b'3431010'	b'2431010'
12285	b'13101010'	b'13101010'
12989	b'310101010'	b'310101010'
5689	b'810101010'	b'810101010'
2577	b'51101010'	b'51101010'
6057	b'32101010'	b'32101010'
1712	b'24101010'	b'24101010'
3620	b'49101010'	b'49101010'
6509	b'15101010'	b'15101010'
5591	b'14101010'	b'14101010'
5273	b'40101010'	b'40101010'
9816	b'2061010'	b'2061010'
7728	b'30101010'	b'30101010'
8880	b'34101010'	b'34101010'
9194	b'59101010'	b'59101010'
739	b'12101010'	b'12101010'
2384	b'18101010'	b'18101010'
6753	b'210101010'	b'710101010'
12374	b'29101010'	b'29101010'
994	b'28101010'	b'28101010'
5889	b'6301010'	b'6301010'
9722	b'23101010'	b'23101010'
11607	b'25101010'	b'25101010'
3084	b'210101010'	b'210101010'
10834	b'15101010'	b'15101010'
8636	b'18101010'	b'1181010'
5056	b'18101010'	b'18101010'
490	b'610101010'	b'610101010'
4728	b'76101010'	b'76101010'
8311	b'15101010'	b'15101010'
548	b'46101010'	b'46101010'
6699	b'19101010'	b'19101010'
8703	b'910101010'	b'610101010'
1766	b'12101010'	b'12101010'
2152	b'1021010'	b'1021010'
7569	b'1241010'	b'1241010'
792	b'43101010'	b'43101010'
10706	b'210101010'	b'28101010'
12442	b'1741010'	b'1741010'
1373	b'61101010'	b'61101010'
126	b'14101010'	b'14101010'
11162	b'1581010'	b'1581010'
1841	b'42101010'	b'42101010'
1594	b'1551010'	b'1551010'
2211	b'21101010'	b'21101010'
6392	b'6801010'	b'6801010'
9295	b'32101010'	b'13101010'
9591	b'21101010'	b'21101010'
12852	b'69101010'	b'69101010'
6058	b'510101010'	b'510101010'
11554	b'1611010'	b'16101010'
2314	b'21101010'	b'21101010'
8964	b'43101010'	b'43101010'
10423	b'510101010'	b'510101010'
6762	b'12101010'	b'12101010'
1387	b'21101010'	b'21101010'
4254	b'50101010'	b'50101010'
3509	b'1701010'	b'1791010'
6178	b'47101010'	b'47101010'
6209	b'54101010'	b'54101010'
5905	b'310101010'	b'310101010'
5386	b'49101010'	b'49101010'
5865	b'33101010'	b'33101010'
2031	b'910101010'	b'910101010'
1790	b'15101010'	b'15101010'
9405	b'26101010'	b'26101010'
12151	b'37101010'	b'37101010'
5726	b'410101010'	b'410101010'
7072	b'56101010'	b'56101010'
6921	b'17101010'	b'17101010'
8022	b'33101010'	b'33101010'
9450	b'610101010'	b'610101010'
4511	b'15101010'	b'45101010'
8331	b'210101010'	b'210101010'
10470	b'24101010'	b'24101010'
6772	b'1151010'	b'1151010'
1123	b'2751010'	b'2751010'
9629	b'810101010'	b'310101010'
10840	b'25101010'	b'25101010'
6956	b'24101010'	b'24101010'
1308	b'210101010'	b'210101010'
10484	b'100410'	b'100410'
2492	b'810101010'	b'810101010'
1702	b'77101010'	b'77101010'
10760	b'50101010'	b'50101010'
8604	b'32101010'	b'31101010'
12444	b'21101010'	b'21101010'
6566	b'53101010'	b'53101010'
7585	b'1001010'	b'1001010'
5786	b'610101010'	b'610101010'
12085	b'910101010'	b'910101010'
12865	b'44101010'	b'44101010'
5999	b'810101010'	b'810101010'
1902	b'35101010'	b'35101010'
5417	b'710101010'	b'710101010'
11510	b'4001010'	b'40101010'
1767	b'14101010'	b'14101010'
12258	b'2521010'	b'2321010'
5239	b'28101010'	b'78101010'
1738	b'16101010'	b'16101010'
10006	b'80101010'	b'80101010'
12206	b'810101010'	b'810101010'
11827	b'3961010'	b'3981010'
2984	b'13101010'	b'12101010'
2521	b'82101010'	b'82101010'
8962	b'96101010'	b'36101010'
5320	b'20101010'	b'20101010'
9660	b'206510'	b'200510'
6541	b'210101010'	b'210101010'
8524	b'91101010'	b'91101010'
6896	b'33101010'	b'310101010'
3441	b'6221010'	b'6221010'
12832	b'32101010'	b'32101010'
8999	b'23101010'	b'23101010'
10827	b'85101010'	b'85101010'
12133	b'44101010'	b'44101010'
3148	b'69101010'	b'69101010'
3569	b'27101010'	b'27101010'
12363	b'1461010'	b'46101010'
9811	b'93101010'	b'33101010'
931	b'1351010'	b'1351010'
5702	b'37101010'	b'37101010'
871	b'31101010'	b'31101010'
6216	b'28101010'	b'28101010'
9326	b'6251010'	b'6251010'
7662	b'23101010'	b'23101010'
1651	b'15101010'	b'15101010'
6707	b'54101010'	b'54101010'
4416	b'410101010'	b'410101010'
811	b'83101010'	b'83101010'
3926	b'11101010'	b'11101010'
2973	b'16101010'	b'16101010'
7358	b'23101010'	b'29101010'
727	b'84101010'	b'84101010'
